lineage,parent,children
BA.5.2,BA.5,BF.11.5
BA.5,B.1.1.529,BF.11.5
B.1.1.529,B.1.1,BF.11.5
B.1.1,B.1,BF.11.5
B.1,B,BF.11.5
B,,BF.11.5
BF.12,BA.5.2.1,BF.12
BA.5.2.1,BA.5.2,BF.12
BA.5.2,BA.5,BF.12
BA.5,B.1.1.529,BF.12
B.1.1.529,B.1.1,BF.12
B.1.1,B.1,BF.12
B.1,B,BF.12
B,,BF.12
BF.13,BA.5.2.1,BF.13
BA.5.2.1,BA.5.2,BF.13
BA.5.2,BA.5,BF.13
BA.5,B.1.1.529,BF.13
B.1.1.529,B.1.1,BF.13
B.1.1,B.1,BF.13
B.1,B,BF.13
B,,BF.13
BF.14,BA.5.2.1,BF.14
BA.5.2.1,BA.5.2,BF.14
BA.5.2,BA.5,BF.14
BA.5,B.1.1.529,BF.14
B.1.1.529,B.1.1,BF.14
B.1.1,B.1,BF.14
B.1,B,BF.14
B,,BF.14
BF.15,BA.5.2.1,BF.15
BA.5.2.1,BA.5.2,BF.15
BA.5.2,BA.5,BF.15
BA.5,B.1.1.529,BF.15
B.1.1.529,B.1.1,BF.15
B.1.1,B.1,BF.15
B.1,B,BF.15
B,,BF.15
BF.16,BA.5.2.1,BF.16
BA.5.2.1,BA.5.2,BF.16
BA.5.2,BA.5,BF.16
BA.5,B.1.1.529,BF.16
B.1.1.529,B.1.1,BF.16
B.1.1,B.1,BF.16
B.1,B,BF.16
B,,BF.16
BF.17,BA.5.2.1,BF.17
BA.5.2.1,BA.5.2,BF.17
BA.5.2,BA.5,BF.17
BA.5,B.1.1.529,BF.17
B.1.1.529,B.1.1,BF.17
B.1.1,B.1,BF.17
B.1,B,BF.17
B,,BF.17
BF.18,BA.5.2.1,BF.18
BA.5.2.1,BA.5.2,BF.18
BA.5.2,BA.5,BF.18
BA.5,B.1.1.529,BF.18
B.1.1.529,B.1.1,BF.18
B.1.1,B.1,BF.18
B.1,B,BF.18
B,,BF.18
BF.19,BA.5.2.1,BF.19
BA.5.2.1,BA.5.2,BF.19
BA.5.2,BA.5,BF.19
BA.5,B.1.1.529,BF.19
B.1.1.529,B.1.1,BF.19
B.1.1,B.1,BF.19
B.1,B,BF.19
B,,BF.19
BF.20,BA.5.2.1,BF.20
BA.5.2.1,BA.5.2,BF.20
BA.5.2,BA.5,BF.20
BA.5,B.1.1.529,BF.20
B.1.1.529,B.1.1,BF.20
B.1.1,B.1,BF.20
B.1,B,BF.20
B,,BF.20
BF.21,BA.5.2.1,BF.21
BA.5.2.1,BA.5.2,BF.21
BA.5.2,BA.5,BF.21
BA.5,B.1.1.529,BF.21
B.1.1.529,B.1.1,BF.21
B.1.1,B.1,BF.21
B.1,B,BF.21
B,,BF.21
BF.22,BA.5.2.1,BF.22
BA.5.2.1,BA.5.2,BF.22
BA.5.2,BA.5,BF.22
BA.5,B.1.1.529,BF.22
B.1.1.529,B.1.1,BF.22
B.1.1,B.1,BF.22
B.1,B,BF.22
B,,BF.22
BF.23,BA.5.2.1,BF.23
BA.5.2.1,BA.5.2,BF.23
BA.5.2,BA.5,BF.23
BA.5,B.1.1.529,BF.23
B.1.1.529,B.1.1,BF.23
B.1.1,B.1,BF.23
B.1,B,BF.23
B,,BF.23
BF.24,BA.5.2.1,BF.24
BA.5.2.1,BA.5.2,BF.24
BA.5.2,BA.5,BF.24
BA.5,B.1.1.529,BF.24
B.1.1.529,B.1.1,BF.24
B.1.1,B.1,BF.24
B.1,B,BF.24
B,,BF.24
BF.25,BA.5.2.1,BF.25
BA.5.2.1,BA.5.2,BF.25
BA.5.2,BA.5,BF.25
BA.5,B.1.1.529,BF.25
B.1.1.529,B.1.1,BF.25
B.1.1,B.1,BF.25
B.1,B,BF.25
B,,BF.25
BF.26,BA.5.2.1,BF.26
BA.5.2.1,BA.5.2,BF.26
BA.5.2,BA.5,BF.26
BA.5,B.1.1.529,BF.26
B.1.1.529,B.1.1,BF.26
B.1.1,B.1,BF.26
B.1,B,BF.26
B,,BF.26
BF.27,BA.5.2.1,BF.27
BA.5.2.1,BA.5.2,BF.27
BA.5.2,BA.5,BF.27
BA.5,B.1.1.529,BF.27
B.1.1.529,B.1.1,BF.27
B.1.1,B.1,BF.27
B.1,B,BF.27
B,,BF.27
BF.28,BA.5.2.1,BF.28
BA.5.2.1,BA.5.2,BF.28
BA.5.2,BA.5,BF.28
BA.5,B.1.1.529,BF.28
B.1.1.529,B.1.1,BF.28
B.1.1,B.1,BF.28
B.1,B,BF.28
B,,BF.28
BF.29,BA.5.2.1,BF.29
BA.5.2.1,BA.5.2,BF.29
BA.5.2,BA.5,BF.29
BA.5,B.1.1.529,BF.29
B.1.1.529,B.1.1,BF.29
B.1.1,B.1,BF.29
B.1,B,BF.29
B,,BF.29
BF.30,BA.5.2.1,BF.30
BA.5.2.1,BA.5.2,BF.30
BA.5.2,BA.5,BF.30
BA.5,B.1.1.529,BF.30
B.1.1.529,B.1.1,BF.30
B.1.1,B.1,BF.30
B.1,B,BF.30
B,,BF.30
BF.31,BA.5.2.1,BF.31
BA.5.2.1,BA.5.2,BF.31
BA.5.2,BA.5,BF.31
BA.5,B.1.1.529,BF.31
B.1.1.529,B.1.1,BF.31
B.1.1,B.1,BF.31
B.1,B,BF.31
B,,BF.31
BF.31.1,BF.31,BF.31.1
BF.31,BA.5.2.1,BF.31.1
BA.5.2.1,BA.5.2,BF.31.1
BA.5.2,BA.5,BF.31.1
BA.5,B.1.1.529,BF.31.1
B.1.1.529,B.1.1,BF.31.1
B.1.1,B.1,BF.31.1
B.1,B,BF.31.1
B,,BF.31.1
BF.32,BA.5.2.1,BF.32
BA.5.2.1,BA.5.2,BF.32
BA.5.2,BA.5,BF.32
BA.5,B.1.1.529,BF.32
B.1.1.529,B.1.1,BF.32
B.1.1,B.1,BF.32
B.1,B,BF.32
B,,BF.32
BF.33,BA.5.2.1,BF.33
BA.5.2.1,BA.5.2,BF.33
BA.5.2,BA.5,BF.33
BA.5,B.1.1.529,BF.33
B.1.1.529,B.1.1,BF.33
B.1.1,B.1,BF.33
B.1,B,BF.33
B,,BF.33
BF.34,BA.5.2.1,BF.34
BA.5.2.1,BA.5.2,BF.34
BA.5.2,BA.5,BF.34
BA.5,B.1.1.529,BF.34
B.1.1.529,B.1.1,BF.34
B.1.1,B.1,BF.34
B.1,B,BF.34
B,,BF.34
BA.5.2.2,BA.5.2,BA.5.2.2
BA.5.2,BA.5,BA.5.2.2
BA.5,B.1.1.529,BA.5.2.2
B.1.1.529,B.1.1,BA.5.2.2
B.1.1,B.1,BA.5.2.2
B.1,B,BA.5.2.2
B,,BA.5.2.2
BA.5.2.3,BA.5.2,BA.5.2.3
BA.5.2,BA.5,BA.5.2.3
BA.5,B.1.1.529,BA.5.2.3
B.1.1.529,B.1.1,BA.5.2.3
B.1.1,B.1,BA.5.2.3
B.1,B,BA.5.2.3
B,,BA.5.2.3
BZ.1,BA.5.2.3,BZ.1
BA.5.2.3,BA.5.2,BZ.1
BA.5.2,BA.5,BZ.1
BA.5,B.1.1.529,BZ.1
B.1.1.529,B.1.1,BZ.1
B.1.1,B.1,BZ.1
B.1,B,BZ.1
B,,BZ.1
BA.5.2.4,BA.5.2,BA.5.2.4
BA.5.2,BA.5,BA.5.2.4
BA.5,B.1.1.529,BA.5.2.4
B.1.1.529,B.1.1,BA.5.2.4
B.1.1,B.1,BA.5.2.4
B.1,B,BA.5.2.4
B,,BA.5.2.4
BA.5.2.5,BA.5.2,BA.5.2.5
BA.5.2,BA.5,BA.5.2.5
BA.5,B.1.1.529,BA.5.2.5
B.1.1.529,B.1.1,BA.5.2.5
B.1.1,B.1,BA.5.2.5
B.1,B,BA.5.2.5
B,,BA.5.2.5
BA.5.2.6,BA.5.2,BA.5.2.6
BA.5.2,BA.5,BA.5.2.6
BA.5,B.1.1.529,BA.5.2.6
B.1.1.529,B.1.1,BA.5.2.6
B.1.1,B.1,BA.5.2.6
B.1,B,BA.5.2.6
B,,BA.5.2.6
CP.1,BA.5.2.6,CP.1
BA.5.2.6,BA.5.2,CP.1
BA.5.2,BA.5,CP.1
BA.5,B.1.1.529,CP.1
B.1.1.529,B.1.1,CP.1
B.1.1,B.1,CP.1
B.1,B,CP.1
B,,CP.1
CP.1.1,CP.1,CP.1.1
CP.1,BA.5.2.6,CP.1.1
BA.5.2.6,BA.5.2,CP.1.1
BA.5.2,BA.5,CP.1.1
BA.5,B.1.1.529,CP.1.1
B.1.1.529,B.1.1,CP.1.1
B.1.1,B.1,CP.1.1
B.1,B,CP.1.1
B,,CP.1.1
CP.1.2,CP.1,CP.1.2
CP.1,BA.5.2.6,CP.1.2
BA.5.2.6,BA.5.2,CP.1.2
BA.5.2,BA.5,CP.1.2
BA.5,B.1.1.529,CP.1.2
B.1.1.529,B.1.1,CP.1.2
B.1.1,B.1,CP.1.2
B.1,B,CP.1.2
B,,CP.1.2
CP.1.3,CP.1,CP.1.3
CP.1,BA.5.2.6,CP.1.3
BA.5.2.6,BA.5.2,CP.1.3
BA.5.2,BA.5,CP.1.3
BA.5,B.1.1.529,CP.1.3
B.1.1.529,B.1.1,CP.1.3
B.1.1,B.1,CP.1.3
B.1,B,CP.1.3
B,,CP.1.3
CP.2,BA.5.2.6,CP.2
BA.5.2.6,BA.5.2,CP.2
BA.5.2,BA.5,CP.2
BA.5,B.1.1.529,CP.2
B.1.1.529,B.1.1,CP.2
B.1.1,B.1,CP.2
B.1,B,CP.2
B,,CP.2
CP.3,BA.5.2.6,CP.3
BA.5.2.6,BA.5.2,CP.3
BA.5.2,BA.5,CP.3
BA.5,B.1.1.529,CP.3
B.1.1.529,B.1.1,CP.3
B.1.1,B.1,CP.3
B.1,B,CP.3
B,,CP.3
CP.4,BA.5.2.6,CP.4
BA.5.2.6,BA.5.2,CP.4
BA.5.2,BA.5,CP.4
BA.5,B.1.1.529,CP.4
B.1.1.529,B.1.1,CP.4
B.1.1,B.1,CP.4
B.1,B,CP.4
B,,CP.4
CP.5,BA.5.2.6,CP.5
BA.5.2.6,BA.5.2,CP.5
BA.5.2,BA.5,CP.5
BA.5,B.1.1.529,CP.5
B.1.1.529,B.1.1,CP.5
B.1.1,B.1,CP.5
B.1,B,CP.5
B,,CP.5
CP.6,BA.5.2.6,CP.6
BA.5.2.6,BA.5.2,CP.6
BA.5.2,BA.5,CP.6
BA.5,B.1.1.529,CP.6
B.1.1.529,B.1.1,CP.6
B.1.1,B.1,CP.6
B.1,B,CP.6
B,,CP.6
BA.5.2.7,BA.5.2,BA.5.2.7
BA.5.2,BA.5,BA.5.2.7
BA.5,B.1.1.529,BA.5.2.7
B.1.1.529,B.1.1,BA.5.2.7
B.1.1,B.1,BA.5.2.7
B.1,B,BA.5.2.7
B,,BA.5.2.7
CY.1,BA.5.2.7,CY.1
BA.5.2.7,BA.5.2,CY.1
BA.5.2,BA.5,CY.1
BA.5,B.1.1.529,CY.1
B.1.1.529,B.1.1,CY.1
B.1.1,B.1,CY.1
B.1,B,CY.1
B,,CY.1
BA.5.2.8,BA.5.2,BA.5.2.8
BA.5.2,BA.5,BA.5.2.8
BA.5,B.1.1.529,BA.5.2.8
B.1.1.529,B.1.1,BA.5.2.8
B.1.1,B.1,BA.5.2.8
B.1,B,BA.5.2.8
B,,BA.5.2.8
BA.5.2.9,BA.5.2,BA.5.2.9
BA.5.2,BA.5,BA.5.2.9
BA.5,B.1.1.529,BA.5.2.9
B.1.1.529,B.1.1,BA.5.2.9
B.1.1,B.1,BA.5.2.9
B.1,B,BA.5.2.9
B,,BA.5.2.9
BA.5.2.10,BA.5.2,BA.5.2.10
BA.5.2,BA.5,BA.5.2.10
BA.5,B.1.1.529,BA.5.2.10
B.1.1.529,B.1.1,BA.5.2.10
B.1.1,B.1,BA.5.2.10
B.1,B,BA.5.2.10
B,,BA.5.2.10
BA.5.2.11,BA.5.2,BA.5.2.11
BA.5.2,BA.5,BA.5.2.11
BA.5,B.1.1.529,BA.5.2.11
B.1.1.529,B.1.1,BA.5.2.11
B.1.1,B.1,BA.5.2.11
B.1,B,BA.5.2.11
B,,BA.5.2.11
BA.5.2.12,BA.5.2,BA.5.2.12
BA.5.2,BA.5,BA.5.2.12
BA.5,B.1.1.529,BA.5.2.12
B.1.1.529,B.1.1,BA.5.2.12
B.1.1,B.1,BA.5.2.12
B.1,B,BA.5.2.12
B,,BA.5.2.12
BA.5.2.13,BA.5.2,BA.5.2.13
BA.5.2,BA.5,BA.5.2.13
BA.5,B.1.1.529,BA.5.2.13
B.1.1.529,B.1.1,BA.5.2.13
B.1.1,B.1,BA.5.2.13
B.1,B,BA.5.2.13
B,,BA.5.2.13
BA.5.2.14,BA.5.2,BA.5.2.14
BA.5.2,BA.5,BA.5.2.14
BA.5,B.1.1.529,BA.5.2.14
B.1.1.529,B.1.1,BA.5.2.14
B.1.1,B.1,BA.5.2.14
B.1,B,BA.5.2.14
B,,BA.5.2.14
BA.5.2.16,BA.5.2,BA.5.2.16
BA.5.2,BA.5,BA.5.2.16
BA.5,B.1.1.529,BA.5.2.16
B.1.1.529,B.1.1,BA.5.2.16
B.1.1,B.1,BA.5.2.16
B.1,B,BA.5.2.16
B,,BA.5.2.16
BU.1,BA.5.2.16,BU.1
BA.5.2.16,BA.5.2,BU.1
BA.5.2,BA.5,BU.1
BA.5,B.1.1.529,BU.1
B.1.1.529,B.1.1,BU.1
B.1.1,B.1,BU.1
B.1,B,BU.1
B,,BU.1
BU.2,BA.5.2.16,BU.2
BA.5.2.16,BA.5.2,BU.2
BA.5.2,BA.5,BU.2
BA.5,B.1.1.529,BU.2
B.1.1.529,B.1.1,BU.2
B.1.1,B.1,BU.2
B.1,B,BU.2
B,,BU.2
BU.3,BA.5.2.16,BU.3
BA.5.2.16,BA.5.2,BU.3
BA.5.2,BA.5,BU.3
BA.5,B.1.1.529,BU.3
B.1.1.529,B.1.1,BU.3
B.1.1,B.1,BU.3
B.1,B,BU.3
B,,BU.3
BA.5.2.18,BA.5.2,BA.5.2.18
BA.5.2,BA.5,BA.5.2.18
BA.5,B.1.1.529,BA.5.2.18
B.1.1.529,B.1.1,BA.5.2.18
B.1.1,B.1,BA.5.2.18
B.1,B,BA.5.2.18
B,,BA.5.2.18
CR.1,BA.5.2.18,CR.1
BA.5.2.18,BA.5.2,CR.1
BA.5.2,BA.5,CR.1
BA.5,B.1.1.529,CR.1
B.1.1.529,B.1.1,CR.1
B.1.1,B.1,CR.1
B.1,B,CR.1
B,,CR.1
CR.1.1,CR.1,CR.1.1
CR.1,BA.5.2.18,CR.1.1
BA.5.2.18,BA.5.2,CR.1.1
BA.5.2,BA.5,CR.1.1
BA.5,B.1.1.529,CR.1.1
B.1.1.529,B.1.1,CR.1.1
B.1.1,B.1,CR.1.1
B.1,B,CR.1.1
B,,CR.1.1
CR.1.2,CR.1,CR.1.2
CR.1,BA.5.2.18,CR.1.2
BA.5.2.18,BA.5.2,CR.1.2
BA.5.2,BA.5,CR.1.2
BA.5,B.1.1.529,CR.1.2
B.1.1.529,B.1.1,CR.1.2
B.1.1,B.1,CR.1.2
B.1,B,CR.1.2
B,,CR.1.2
CR.1.3,CR.1,CR.1.3
CR.1,BA.5.2.18,CR.1.3
BA.5.2.18,BA.5.2,CR.1.3
BA.5.2,BA.5,CR.1.3
BA.5,B.1.1.529,CR.1.3
B.1.1.529,B.1.1,CR.1.3
B.1.1,B.1,CR.1.3
B.1,B,CR.1.3
B,,CR.1.3
CR.2,BA.5.2.18,CR.2
BA.5.2.18,BA.5.2,CR.2
BA.5.2,BA.5,CR.2
BA.5,B.1.1.529,CR.2
B.1.1.529,B.1.1,CR.2
B.1.1,B.1,CR.2
B.1,B,CR.2
B,,CR.2
BA.5.2.19,BA.5.2,BA.5.2.19
BA.5.2,BA.5,BA.5.2.19
BA.5,B.1.1.529,BA.5.2.19
B.1.1.529,B.1.1,BA.5.2.19
B.1.1,B.1,BA.5.2.19
B.1,B,BA.5.2.19
B,,BA.5.2.19
BA.5.2.20,BA.5.2,BA.5.2.20
BA.5.2,BA.5,BA.5.2.20
BA.5,B.1.1.529,BA.5.2.20
B.1.1.529,B.1.1,BA.5.2.20
B.1.1,B.1,BA.5.2.20
B.1,B,BA.5.2.20
B,,BA.5.2.20
BV.1,BA.5.2.20,BV.1
BA.5.2.20,BA.5.2,BV.1
BA.5.2,BA.5,BV.1
BA.5,B.1.1.529,BV.1
B.1.1.529,B.1.1,BV.1
B.1.1,B.1,BV.1
B.1,B,BV.1
B,,BV.1
BV.2,BA.5.2.20,BV.2
BA.5.2.20,BA.5.2,BV.2
BA.5.2,BA.5,BV.2
BA.5,B.1.1.529,BV.2
B.1.1.529,B.1.1,BV.2
B.1.1,B.1,BV.2
B.1,B,BV.2
B,,BV.2
BA.5.2.21,BA.5.2,BA.5.2.21
BA.5.2,BA.5,BA.5.2.21
BA.5,B.1.1.529,BA.5.2.21
B.1.1.529,B.1.1,BA.5.2.21
B.1.1,B.1,BA.5.2.21
B.1,B,BA.5.2.21
B,,BA.5.2.21
CN.1,BA.5.2.21,CN.1
BA.5.2.21,BA.5.2,CN.1
BA.5.2,BA.5,CN.1
BA.5,B.1.1.529,CN.1
B.1.1.529,B.1.1,CN.1
B.1.1,B.1,CN.1
B.1,B,CN.1
B,,CN.1
CN.2,BA.5.2.21,CN.2
BA.5.2.21,BA.5.2,CN.2
BA.5.2,BA.5,CN.2
BA.5,B.1.1.529,CN.2
B.1.1.529,B.1.1,CN.2
B.1.1,B.1,CN.2
B.1,B,CN.2
B,,CN.2
BA.5.2.22,BA.5.2,BA.5.2.22
BA.5.2,BA.5,BA.5.2.22
BA.5,B.1.1.529,BA.5.2.22
B.1.1.529,B.1.1,BA.5.2.22
B.1.1,B.1,BA.5.2.22
B.1,B,BA.5.2.22
B,,BA.5.2.22
BA.5.2.23,BA.5.2,BA.5.2.23
BA.5.2,BA.5,BA.5.2.23
BA.5,B.1.1.529,BA.5.2.23
B.1.1.529,B.1.1,BA.5.2.23
B.1.1,B.1,BA.5.2.23
B.1,B,BA.5.2.23
B,,BA.5.2.23
BA.5.2.24,BA.5.2,BA.5.2.24
BA.5.2,BA.5,BA.5.2.24
BA.5,B.1.1.529,BA.5.2.24
B.1.1.529,B.1.1,BA.5.2.24
B.1.1,B.1,BA.5.2.24
B.1,B,BA.5.2.24
B,,BA.5.2.24
CK.1,BA.5.2.24,CK.1
BA.5.2.24,BA.5.2,CK.1
BA.5.2,BA.5,CK.1
BA.5,B.1.1.529,CK.1
B.1.1.529,B.1.1,CK.1
B.1.1,B.1,CK.1
B.1,B,CK.1
B,,CK.1
CK.2,BA.5.2.24,CK.2
BA.5.2.24,BA.5.2,CK.2
BA.5.2,BA.5,CK.2
BA.5,B.1.1.529,CK.2
B.1.1.529,B.1.1,CK.2
B.1.1,B.1,CK.2
B.1,B,CK.2
B,,CK.2
CK.2.1,CK.2,CK.2.1
CK.2,BA.5.2.24,CK.2.1
BA.5.2.24,BA.5.2,CK.2.1
BA.5.2,BA.5,CK.2.1
BA.5,B.1.1.529,CK.2.1
B.1.1.529,B.1.1,CK.2.1
B.1.1,B.1,CK.2.1
B.1,B,CK.2.1
B,,CK.2.1
CK.2.1.1,CK.2.1,CK.2.1.1
CK.2.1,CK.2,CK.2.1.1
CK.2,BA.5.2.24,CK.2.1.1
BA.5.2.24,BA.5.2,CK.2.1.1
BA.5.2,BA.5,CK.2.1.1
BA.5,B.1.1.529,CK.2.1.1
B.1.1.529,B.1.1,CK.2.1.1
B.1.1,B.1,CK.2.1.1
B.1,B,CK.2.1.1
B,,CK.2.1.1
CK.3,BA.5.2.24,CK.3
BA.5.2.24,BA.5.2,CK.3
BA.5.2,BA.5,CK.3
BA.5,B.1.1.529,CK.3
B.1.1.529,B.1.1,CK.3
B.1.1,B.1,CK.3
B.1,B,CK.3
B,,CK.3
DG.1,CK.2.1.1,DG.1
CK.2.1.1,CK.2.1,DG.1
CK.2.1,CK.2,DG.1
CK.2,BA.5.2.24,DG.1
BA.5.2.24,BA.5.2,DG.1
BA.5.2,BA.5,DG.1
BA.5,B.1.1.529,DG.1
B.1.1.529,B.1.1,DG.1
B.1.1,B.1,DG.1
B.1,B,DG.1
B,,DG.1
BA.5.2.25,BA.5.2,BA.5.2.25
BA.5.2,BA.5,BA.5.2.25
BA.5,B.1.1.529,BA.5.2.25
B.1.1.529,B.1.1,BA.5.2.25
B.1.1,B.1,BA.5.2.25
B.1,B,BA.5.2.25
B,,BA.5.2.25
DB.1,BA.5.2.25,DB.1
BA.5.2.25,BA.5.2,DB.1
BA.5.2,BA.5,DB.1
BA.5,B.1.1.529,DB.1
B.1.1.529,B.1.1,DB.1
B.1.1,B.1,DB.1
B.1,B,DB.1
B,,DB.1
DB.2,BA.5.2.25,DB.2
BA.5.2.25,BA.5.2,DB.2
BA.5.2,BA.5,DB.2
BA.5,B.1.1.529,DB.2
B.1.1.529,B.1.1,DB.2
B.1.1,B.1,DB.2
B.1,B,DB.2
B,,DB.2
BA.5.2.26,BA.5.2,BA.5.2.26
BA.5.2,BA.5,BA.5.2.26
BA.5,B.1.1.529,BA.5.2.26
B.1.1.529,B.1.1,BA.5.2.26
B.1.1,B.1,BA.5.2.26
B.1,B,BA.5.2.26
B,,BA.5.2.26
BA.5.2.27,BA.5.2,BA.5.2.27
BA.5.2,BA.5,BA.5.2.27
BA.5,B.1.1.529,BA.5.2.27
B.1.1.529,B.1.1,BA.5.2.27
B.1.1,B.1,BA.5.2.27
B.1,B,BA.5.2.27
B,,BA.5.2.27
CF.1,BA.5.2.27,CF.1
BA.5.2.27,BA.5.2,CF.1
BA.5.2,BA.5,CF.1
BA.5,B.1.1.529,CF.1
B.1.1.529,B.1.1,CF.1
B.1.1,B.1,CF.1
B.1,B,CF.1
B,,CF.1
CG.1,BA.5.2.26,CG.1
BA.5.2.26,BA.5.2,CG.1
BA.5.2,BA.5,CG.1
BA.5,B.1.1.529,CG.1
B.1.1.529,B.1.1,CG.1
B.1.1,B.1,CG.1
B.1,B,CG.1
B,,CG.1
BA.5.2.28,BA.5.2,BA.5.2.28
BA.5.2,BA.5,BA.5.2.28
BA.5,B.1.1.529,BA.5.2.28
B.1.1.529,B.1.1,BA.5.2.28
B.1.1,B.1,BA.5.2.28
B.1,B,BA.5.2.28
B,,BA.5.2.28
BA.5.2.29,BA.5.2,BA.5.2.29
BA.5.2,BA.5,BA.5.2.29
BA.5,B.1.1.529,BA.5.2.29
B.1.1.529,B.1.1,BA.5.2.29
B.1.1,B.1,BA.5.2.29
B.1,B,BA.5.2.29
B,,BA.5.2.29
BA.5.2.30,BA.5.2,BA.5.2.30
BA.5.2,BA.5,BA.5.2.30
BA.5,B.1.1.529,BA.5.2.30
B.1.1.529,B.1.1,BA.5.2.30
B.1.1,B.1,BA.5.2.30
B.1,B,BA.5.2.30
B,,BA.5.2.30
BA.5.2.31,BA.5.2,BA.5.2.31
BA.5.2,BA.5,BA.5.2.31
BA.5,B.1.1.529,BA.5.2.31
B.1.1.529,B.1.1,BA.5.2.31
B.1.1,B.1,BA.5.2.31
B.1,B,BA.5.2.31
B,,BA.5.2.31
CD.1,BA.5.2.31,CD.1
BA.5.2.31,BA.5.2,CD.1
BA.5.2,BA.5,CD.1
BA.5,B.1.1.529,CD.1
B.1.1.529,B.1.1,CD.1
B.1.1,B.1,CD.1
B.1,B,CD.1
B,,CD.1
CD.2,BA.5.2.31,CD.2
BA.5.2.31,BA.5.2,CD.2
BA.5.2,BA.5,CD.2
BA.5,B.1.1.529,CD.2
B.1.1.529,B.1.1,CD.2
B.1.1,B.1,CD.2
B.1,B,CD.2
B,,CD.2
BA.5.2.32,BA.5.2,BA.5.2.32
BA.5.2,BA.5,BA.5.2.32
BA.5,B.1.1.529,BA.5.2.32
B.1.1.529,B.1.1,BA.5.2.32
B.1.1,B.1,BA.5.2.32
B.1,B,BA.5.2.32
B,,BA.5.2.32
BA.5.2.33,BA.5.2,BA.5.2.33
BA.5.2,BA.5,BA.5.2.33
BA.5,B.1.1.529,BA.5.2.33
B.1.1.529,B.1.1,BA.5.2.33
B.1.1,B.1,BA.5.2.33
B.1,B,BA.5.2.33
B,,BA.5.2.33
CE.1,BA.5.2.33,CE.1
BA.5.2.33,BA.5.2,CE.1
BA.5.2,BA.5,CE.1
BA.5,B.1.1.529,CE.1
B.1.1.529,B.1.1,CE.1
B.1.1,B.1,CE.1
B.1,B,CE.1
B,,CE.1
BA.5.2.34,BA.5.2,BA.5.2.34
BA.5.2,BA.5,BA.5.2.34
BA.5,B.1.1.529,BA.5.2.34
B.1.1.529,B.1.1,BA.5.2.34
B.1.1,B.1,BA.5.2.34
B.1,B,BA.5.2.34
B,,BA.5.2.34
BA.5.2.35,BA.5.2,BA.5.2.35
BA.5.2,BA.5,BA.5.2.35
BA.5,B.1.1.529,BA.5.2.35
B.1.1.529,B.1.1,BA.5.2.35
B.1.1,B.1,BA.5.2.35
B.1,B,BA.5.2.35
B,,BA.5.2.35
BA.5.2.36,BA.5.2,BA.5.2.36
BA.5.2,BA.5,BA.5.2.36
BA.5,B.1.1.529,BA.5.2.36
B.1.1.529,B.1.1,BA.5.2.36
B.1.1,B.1,BA.5.2.36
B.1,B,BA.5.2.36
B,,BA.5.2.36
CT.1,BA.5.2.36,CT.1
BA.5.2.36,BA.5.2,CT.1
BA.5.2,BA.5,CT.1
BA.5,B.1.1.529,CT.1
B.1.1.529,B.1.1,CT.1
B.1.1,B.1,CT.1
B.1,B,CT.1
B,,CT.1
BA.5.2.37,BA.5.2,BA.5.2.37
BA.5.2,BA.5,BA.5.2.37
BA.5,B.1.1.529,BA.5.2.37
B.1.1.529,B.1.1,BA.5.2.37
B.1.1,B.1,BA.5.2.37
B.1,B,BA.5.2.37
B,,BA.5.2.37
BA.5.2.38,BA.5.2,BA.5.2.38
BA.5.2,BA.5,BA.5.2.38
BA.5,B.1.1.529,BA.5.2.38
B.1.1.529,B.1.1,BA.5.2.38
B.1.1,B.1,BA.5.2.38
B.1,B,BA.5.2.38
B,,BA.5.2.38
DA.1,BA.5.2.38,DA.1
BA.5.2.38,BA.5.2,DA.1
BA.5.2,BA.5,DA.1
BA.5,B.1.1.529,DA.1
B.1.1.529,B.1.1,DA.1
B.1.1,B.1,DA.1
B.1,B,DA.1
B,,DA.1
BA.5.2.39,BA.5.2,BA.5.2.39
BA.5.2,BA.5,BA.5.2.39
BA.5,B.1.1.529,BA.5.2.39
B.1.1.529,B.1.1,BA.5.2.39
B.1.1,B.1,BA.5.2.39
B.1,B,BA.5.2.39
B,,BA.5.2.39
BA.5.2.40,BA.5.2,BA.5.2.40
BA.5.2,BA.5,BA.5.2.40
BA.5,B.1.1.529,BA.5.2.40
B.1.1.529,B.1.1,BA.5.2.40
B.1.1,B.1,BA.5.2.40
B.1,B,BA.5.2.40
B,,BA.5.2.40
BA.5.2.41,BA.5.2,BA.5.2.41
BA.5.2,BA.5,BA.5.2.41
BA.5,B.1.1.529,BA.5.2.41
B.1.1.529,B.1.1,BA.5.2.41
B.1.1,B.1,BA.5.2.41
B.1,B,BA.5.2.41
B,,BA.5.2.41
BA.5.2.42,BA.5.2,BA.5.2.42
BA.5.2,BA.5,BA.5.2.42
BA.5,B.1.1.529,BA.5.2.42
B.1.1.529,B.1.1,BA.5.2.42
B.1.1,B.1,BA.5.2.42
B.1,B,BA.5.2.42
B,,BA.5.2.42
BA.5.2.43,BA.5.2,BA.5.2.43
BA.5.2,BA.5,BA.5.2.43
BA.5,B.1.1.529,BA.5.2.43
B.1.1.529,B.1.1,BA.5.2.43
B.1.1,B.1,BA.5.2.43
B.1,B,BA.5.2.43
B,,BA.5.2.43
BA.5.2.44,BA.5.2,BA.5.2.44
BA.5.2,BA.5,BA.5.2.44
